Molecule,=O,O,C,N,-O,=N,=N-O,-tBu,-C(=O)H,-C(=O)CH3,-C(=O)N,-N,-C#CH,-C#N,#N,-OEt,-OMe,-cPropyl,-X,F,-CF3,=NCH3,-NC(=O)CH3,-C(=O)O,-C(=O)OMe,mu,alpha,homo,lumo,gap,r2,zpve,U0,U,H,G,Cv
NC1=CN=C(CO)N1,0.0,1.0,4,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8094,64.83,-0.1965,0.0291,0.2257,1025.0722,0.120988,-396.008264,-396.000491,-395.999547,-396.040681,28.327
NC1=CN=C(CO)O1,0.0,2.0,4,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7626,61.94,-0.2043,0.0085,0.2128,997.3175,0.108167,-415.880357,-415.872709,-415.871765,-415.912896,27.38
NC1=NC=C(CO)O1,0.0,2.0,4,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4334,60.95,-0.2099,0.0174,0.2274,997.5846,0.108389,-415.88652,-415.878966,-415.878022,-415.918658,27.352
[NH3+]CC1=CC=C([O-])O1,0.0,2.0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6869,70.94,-0.2482,-0.0744,0.1739,1176.0325,0.115662,-399.838284,-399.828791,-399.827847,-399.873695,31.983
[NH3+]CC1=CN=C([O-])O1,0.0,2.0,4,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1285,66.14,-0.269,-0.0936,0.1755,1157.7387,0.104063,-415.891316,-415.881986,-415.881042,-415.92665,30.839
OCC1=CC=C(O)N1,0.0,2.0,5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7273,65.09,-0.1846,0.0422,0.2268,1033.5172,0.119655,-399.826601,-399.818803,-399.817859,-399.858926,28.887
OCC1=CN=C(O)N1,0.0,2.0,4,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4502,60.18,-0.1965,0.044,0.2404,1043.7849,0.108164,-415.888651,-415.880956,-415.880012,-415.92125,27.558
OCC1=NC=C(O)N1,0.0,2.0,4,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3368,60.46,-0.2006,0.0297,0.2303,1000.4317,0.10835,-415.885677,-415.878111,-415.877167,-415.917935,27.516
CCC1=CNC(=N)O1,0.0,1.0,5,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4645,69.27,-0.1874,0.0338,0.2211,1035.8209,0.130856,-379.955582,-379.947544,-379.9466,-379.988395,29.077
CCC1=CNC(=O)N1,1.0,1.0,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0242,67.51,-0.1886,0.043,0.2316,1057.3558,0.131788,-379.990711,-379.982797,-379.981853,-380.023157,29.055
CCC1=CNC(=O)O1,1.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6702,63.9,-0.2115,0.027,0.2385,1014.3182,0.119364,-399.864771,-399.857186,-399.856242,-399.896973,27.53
CCC1=COC(=N)N1,0.0,1.0,5,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7852,68.61,-0.1887,0.0335,0.2222,1056.8851,0.130965,-379.953358,-379.945394,-379.94445,-379.985973,29.056
CCC1=COC(=N)O1,0.0,2.0,5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8555,64.72,-0.2168,0.0202,0.2369,1013.5331,0.118934,-399.826266,-399.81885,-399.817906,-399.858323,27.123
CCC1=COC(=O)N1,1.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2215,63.25,-0.2132,0.0266,0.2398,1036.0259,0.119436,-399.862269,-399.854707,-399.853763,-399.894467,27.492
CCC1=COC(=O)O1,1.0,3.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0847,59.19,-0.24,0.0147,0.2547,1037.7866,0.107025,-419.734881,-419.727668,-419.726724,-419.766801,25.887
CNC1=CNC(=N)O1,0.0,1.0,4,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.158,66.26,-0.1744,0.0476,0.2221,993.2834,0.119672,-395.991719,-395.983833,-395.982889,-396.024107,28.666
CNC1=CNC(=O)O1,1.0,2.0,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2349,61.12,-0.1884,0.0442,0.2326,971.4829,0.10785,-415.901917,-415.894222,-415.893277,-415.934258,27.424
CNC1=COC(=N)O1,0.0,2.0,4,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5427,61.95,-0.1974,0.0388,0.2362,970.2559,0.107616,-415.863681,-415.856266,-415.855322,-415.895694,26.871
CNC1=COC(=O)N1,1.0,2.0,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7927,60.2,-0.2011,0.036,0.2372,995.181,0.108102,-415.898206,-415.890671,-415.889727,-415.930426,27.072
CNC1=COC(=O)O1,1.0,3.0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6921,56.97,-0.213,0.0312,0.2442,951.269,0.095765,-435.77278,-435.765584,-435.76464,-435.804667,25.625
COC1=CNC(=N)O1,0.0,2.0,4,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0509,61.84,-0.1863,0.0412,0.2275,958.9639,0.107013,-415.86571,-415.857977,-415.857033,-415.898164,27.526
COC1=CNC(=O)N1,1.0,2.0,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.715,60.05,-0.191,0.0461,0.2371,983.689,0.107499,-415.898986,-415.891179,-415.890235,-415.931587,27.67
COC1=CNC(=O)O1,1.0,3.0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.893,56.73,-0.2058,0.036,0.2418,937.4125,0.095282,-435.775534,-435.768069,-435.767125,-435.807833,26.165
COC1=COC(=N)N1,0.0,2.0,4,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3441,61.37,-0.194,0.037,0.231,980.811,0.107064,-415.860987,-415.853364,-415.85242,-415.893383,27.329
COC1=COC(=N)O1,0.0,3.0,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1988,57.66,-0.2134,0.03,0.2435,936.1362,0.094977,-435.736379,-435.729156,-435.728212,-435.768413,25.642
COC1=COC(=O)N1,1.0,3.0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9722,56.08,-0.2156,0.0298,0.2454,962.0904,0.095211,-435.769701,-435.762281,-435.761337,-435.802031,26.049
COC1=COC(=O)O1,1.0,4.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4409,52.73,-0.2339,0.0217,0.2556,917.4141,0.083119,-455.645111,-455.638102,-455.637158,-455.677036,24.403
OCC1=CNC(=N)O1,0.0,2.0,4,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3042,61.89,-0.1979,0.0181,0.216,988.6318,0.107651,-415.874081,-415.866422,-415.865478,-415.90643,27.598
OCC1=CNC(=O)N1,1.0,2.0,4,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3879,60.02,-0.1883,0.0452,0.2335,1035.1903,0.107823,-415.907429,-415.899456,-415.898511,-415.941176,27.952
OCC1=CNC(=O)O1,1.0,3.0,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8584,56.24,-0.2175,0.0197,0.2371,1003.9844,0.096017,-435.782092,-435.774823,-435.773879,-435.813955,26.099
OCC1=COC(=N)N1,0.0,2.0,4,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5981,61.13,-0.1953,0.0258,0.2211,1035.3049,0.107552,-415.871053,-415.863378,-415.862433,-415.90335,27.641
OCC1=COC(=N)O1,0.0,3.0,4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7217,57.31,-0.2272,0.0049,0.2321,965.1379,0.095604,-435.743819,-435.736705,-435.73576,-435.775632,25.696
OCC1=COC(=O)N1,1.0,3.0,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0242,55.93,-0.2134,0.0291,0.2425,1011.7418,0.095448,-435.778358,-435.770755,-435.769811,-435.811271,26.418
OCC1=COC(=O)O1,1.0,4.0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9245,52.06,-0.2462,0.006,0.2523,982.6707,0.083653,-455.651582,-455.644669,-455.643724,-455.683194,24.507
CC1=CC(CO)=CN1,0.0,1.0,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0255,72.29,-0.1964,0.0426,0.239,1150.3475,0.142888,-363.899911,-363.891603,-363.890659,-363.933005,30.177
CC1=CC(CO)=CO1,0.0,2.0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8113,67.96,-0.2135,0.0207,0.2341,1127.7569,0.130408,-383.769645,-383.761659,-383.760715,-383.802326,28.751
CC1=NC(CO)=CN1,0.0,1.0,5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9101,67.95,-0.2052,0.0405,0.2457,1100.6884,0.130989,-379.962759,-379.954425,-379.953481,-379.996438,29.208
CC1=NC(CO)=CO1,0.0,2.0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4831,63.79,-0.2264,0.0145,0.241,1077.9769,0.11852,-399.833983,-399.825949,-399.825005,-399.867032,27.856
CCC1=CNC(C)=C1,0.0,0.0,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8527,79.85,-0.1901,0.0509,0.241,1181.3534,0.166025,-327.97887,-327.9702,-327.969256,-328.01243,31.706
CCC1=CNC(C)=N1,0.0,0.0,6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2485,75.49,-0.2066,0.0385,0.2452,1117.5527,0.154645,-344.044054,-344.035601,-344.034657,-344.077564,30.415
CCC1=CNC(N)=C1,0.0,0.0,6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5995,75.7,-0.18,0.0574,0.2374,1145.823,0.155169,-344.023244,-344.014712,-344.013767,-344.056526,31.422
CCC1=CNC(O)=C1,0.0,1.0,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9465,71.14,-0.1788,0.0647,0.2435,1118.2608,0.142528,-363.902024,-363.893722,-363.892777,-363.934853,30.766
CCC1=CNC(O)=N1,0.0,1.0,5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8119,66.51,-0.1979,0.0571,0.255,1094.4759,0.131711,-379.973818,-379.966032,-379.965088,-380.006081,28.954
CCC1=COC(C)=C1,0.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6264,75.53,-0.2074,0.0274,0.2348,1158.6506,0.153656,-347.849746,-347.841429,-347.840485,-347.882872,30.201
CCC1=COC(C)=N1,0.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9482,70.83,-0.2269,0.015,0.2419,1138.0814,0.14212,-363.915417,-363.907234,-363.906289,-363.948596,29.073
CCC1=COC(N)=C1,0.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5259,71.95,-0.1813,0.0431,0.2244,1119.19,0.142706,-363.896122,-363.887946,-363.887002,-363.928865,30.205
CCC1=COC(N)=N1,0.0,1.0,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4871,67.12,-0.2023,0.0362,0.2385,1096.4422,0.131593,-379.966686,-379.958872,-379.957928,-379.99899,28.858
CCC1=COC(O)=N1,0.0,2.0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4648,62.53,-0.22,0.0282,0.2482,1073.3452,0.119097,-399.841106,-399.833545,-399.832601,-399.873264,27.584
CNC1=CNC(C)=C1,0.0,0.0,6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3999,76.89,-0.1658,0.0566,0.2224,1161.4503,0.154539,-344.016508,-344.007862,-344.006918,-344.049609,31.617
CNC1=CNC(C)=N1,0.0,0.0,5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,72.76,-0.1729,0.0434,0.2163,1110.1914,0.143224,-360.085305,-360.076851,-360.075907,-360.118671,30.273
CNC1=CNC(N)=C1,0.0,0.0,5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.834,72.78,-0.1598,0.0633,0.2231,1124.2687,0.143763,-360.060936,-360.052477,-360.051533,-360.093574,31.331
CNC1=CNC(O)=C1,0.0,1.0,5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8689,67.97,-0.1616,0.071,0.2326,1096.6561,0.130996,-379.939887,-379.931549,-379.930605,-379.972288,30.745
CNC1=CNC(O)=N1,0.0,1.0,4,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4134,63.95,-0.1704,0.0658,0.2362,1044.6396,0.120358,-396.015501,-396.007704,-396.00676,-396.047383,28.869
CNC1=COC(C)=C1,0.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4593,72.67,-0.1834,0.0347,0.2182,1136.5039,0.142332,-363.888167,-363.879959,-363.879015,-363.92075,29.973
CNC1=COC(C)=N1,0.0,1.0,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.058,68.48,-0.1913,0.0198,0.2111,1088.2019,0.130853,-379.957566,-379.949439,-379.948495,-379.990362,28.857
CNC1=COC(N)=C1,0.0,1.0,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.156,68.91,-0.1688,0.0536,0.2224,1096.1647,0.131404,-379.935035,-379.926966,-379.926022,-379.967199,30.008
CNC1=COC(N)=N1,0.0,1.0,4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4242,64.59,-0.1788,0.0445,0.2233,1046.5031,0.120349,-396.00919,-396.001437,-396.000492,-396.041039,28.676
CNC1=COC(O)=N1,0.0,2.0,4,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1537,60.05,-0.1902,0.0384,0.2286,1024.1983,0.107847,-415.884014,-415.876507,-415.875563,-415.915725,27.423
COC1=CNC(C)=C1,0.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3925,72.66,-0.1822,0.0514,0.2337,1122.4876,0.142098,-363.891492,-363.883098,-363.882154,-363.9244,30.362
COC1=CNC(C)=N1,0.0,1.0,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.668,68.56,-0.1869,0.0353,0.2222,1030.7271,0.130806,-379.9601,-379.951836,-379.950892,-379.99376,28.937
COC1=CNC(N)=C1,0.0,1.0,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8206,68.58,-0.1736,0.0578,0.2314,1085.4893,0.131327,-379.93611,-379.92791,-379.926966,-379.968524,30.066
COC1=CNC(N)=N1,0.0,1.0,4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8024,64.64,-0.1744,0.0496,0.224,993.6537,0.120157,-396.008312,-396.000349,-395.999405,-396.04073,28.775
COC1=CNC(O)=C1,0.0,2.0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1249,63.87,-0.1745,0.0694,0.244,1058.0946,0.118574,-399.814989,-399.806916,-399.805971,-399.847159,29.474
COC1=CNC(O)=N1,0.0,2.0,4,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4538,60.01,-0.1817,0.0561,0.2379,969.6656,0.107862,-415.889463,-415.881836,-415.880891,-415.921614,27.59
COC1=COC(C)=C1,0.0,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4782,68.49,-0.2004,0.0288,0.2292,1097.1717,0.129952,-383.76212,-383.754183,-383.753239,-383.79449,28.647
COC1=COC(C)=N1,0.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8175,64.43,-0.2067,0.0099,0.2166,1011.2391,0.1184,-399.830274,-399.822323,-399.821379,-399.863329,27.531
COC1=COC(N)=C1,0.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2038,64.82,-0.1794,0.0478,0.2272,1056.9434,0.119022,-399.809082,-399.801289,-399.800344,-399.841018,28.688
COC1=COC(N)=N1,0.0,2.0,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.004,60.64,-0.1888,0.0345,0.2233,972.7003,0.107817,-415.881679,-415.874057,-415.873113,-415.913909,27.417
NC1=CC(CO)=CN1,0.0,1.0,5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9092,68.21,-0.1853,0.0489,0.2342,1113.6809,0.132035,-379.944351,-379.936204,-379.93526,-379.977071,29.899
NC1=CC(CO)=CO1,0.0,2.0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0367,64.42,-0.1872,0.0362,0.2234,1087.2555,0.119483,-399.816144,-399.808325,-399.807381,-399.848369,28.748
NC1=NC(CO)=CO1,0.0,2.0,4,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1072,60.05,-0.2021,0.0359,0.238,1037.4548,0.107961,-415.885142,-415.877448,-415.876504,-415.917441,27.658
[NH3+]CC1=COC([O-])=C1,0.0,2.0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8029,63.43,-0.2389,-0.0104,0.2285,1055.4533,0.119639,-399.834967,-399.827502,-399.826558,-399.867066,27.286
[NH3+]CC1=COC([O-])=N1,0.0,2.0,4,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.092,59.91,-0.2128,0.0198,0.2326,994.6715,0.109116,-415.904759,-415.897533,-415.896589,-415.936502,26.569
OCC1=CNC(O)=C1,0.0,2.0,5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5223,63.66,-0.1853,0.0551,0.2404,1085.8006,0.119425,-399.822946,-399.815035,-399.814091,-399.855205,29.205
OCC1=CNC(O)=N1,0.0,2.0,4,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5994,59.41,-0.1973,0.0575,0.2548,1035.5434,0.108088,-415.89285,-415.885154,-415.88421,-415.925383,27.738
CCN1C=CC(C)=C1,0.0,0.0,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8906,79.46,-0.1953,0.0503,0.2456,1144.5686,0.165985,-327.972209,-327.96369,-327.962745,-328.005688,31.12
CCN1C=CC(N)=C1,0.0,0.0,6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7676,76.01,-0.1712,0.0529,0.2241,1105.8239,0.155037,-344.015602,-344.007213,-344.006269,-344.04884,31.074
CCN1C=CC(O)=C1,0.0,1.0,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7889,71.49,-0.1831,0.0478,0.2309,1081.3646,0.142486,-363.893633,-363.885461,-363.884517,-363.926668,30.121
